PARTNAME,SN,DATETIME,OKNG,BININFO,GLOSS1,GLOSS2,GLOSS3,L1,A1,B1,CMC1
Bucket,MJS0000049866280,,,L3-a3,,,,35.3019,1.3437,,
Bucket,MJS0000049866334,,,L3-a3,,,,35.5537,1.3211,,
Bucket,MJS0000049866428,,,L3-a3,,,,35.7636,1.3141,,
Bucket,MJS0000049866454,,,L3-a3,,,,35.388,1.3861,,
Bucket,MJS0000049866488,,,L3-a3,,,,35.8506,1.3301,,
Bucket,MJS0000049866495,,,L3-a3,,,,36.04,1.3222,,
Bucket,MJS0000049866505,,,L3-a3,,,,35.5882,1.3668,,
Bucket,MJS0000049866564,,,L3-a3,,,,35.4763,1.3152,,
Bucket,MJS0000049866663,,,L3-a3,,,,35.7342,1.3425,,
Bucket,MJS0000049866666,,,L3-a3,,,,35.1542,1.3602,,
Bucket,MJS0000049866674,,,L3-a3,,,,35.947,1.353,,
Bucket,MJS0000049866694,,,L3-a3,,,,35.1285,1.3832,,
Bucket,MJS0000049866715,,,L3-a3,,,,35.3937,1.3152,,
Bucket,MJS0000049866740,,,L3-a3,,,,35.234,1.3065,,
Bucket,MJS0000049866800,,,L3-a3,,,,35.6697,1.4272,,
Bucket,MJS0000049866808,,,L3-a3,,,,35.7098,1.3741,,
Bucket,MJS0000049866822,,,L3-a3,,,,35.7781,1.3124,,
Bucket,MJS0000049866832,,,L3-a3,,,,35.7436,1.3425,,
Bucket,MJS0000049866849,,,L3-a3,,,,35.5033,1.3221,,
Bucket,MJS0000049866893,,,L3-a3,,,,35.1176,1.3222,,
Bucket,MJS0000049866906,,,L3-a3,,,,35.8544,1.3457,,
Bucket,MJS0000049866914,,,L3-a3,,,,35.9953,1.3141,,
Bucket,MJS0000049866979,,,L3-a3,,,,35.4218,1.3065,,
Bucket,MJS0000049867002,,,L3-a3,,,,35.1056,1.3498,,
Bucket,MJS0000049867069,,,L3-a3,,,,35.3423,1.3294,,
Bucket,MJS0000049867077,,,L3-a3,,,,35.9665,1.3795,,
Bucket,MJS0000049867089,,,L3-a3,,,,35.5521,1.3817,,
Bucket,MJS0000049867146,,,L3-a3,,,,35.9082,1.3032,,
Bucket,MJS0000049867299,,,L3-a3,,,,36.0178,1.3381,,
Bucket,MJS0000049867476,,,L3-a3,,,,35.2362,1.4018,,
Bucket,MJS0000049867485,,,L3-a3,,,,35.527,1.3098,,
Bucket,MJS0000049867502,,,L3-a3,,,,35.6682,1.3377,,
Bucket,MJS0000049867513,,,L3-a3,,,,35.7467,1.3098,,
Bucket,MJS0000049867525,,,L3-a3,,,,35.6851,1.4012,,
Bucket,MJS0000049867565,,,L3-a3,,,,35.5301,1.3414,,
Bucket,MJS0000049867672,,,L3-a3,,,,35.6487,1.3361,,
Bucket,MJS0000049867711,,,L3-a3,,,,35.6929,1.3272,,
Bucket,MJS0000049867720,,,L3-a3,,,,35.3679,1.4167,,
Bucket,MJS0000049867741,,,L3-a3,,,,35.8965,1.3926,,
Bucket,MJS0000049867749,,,L3-a3,,,,35.7561,1.3065,,
Bucket,MJS0000049867799,,,L3-a3,,,,35.7763,1.3967,,
Bucket,MJS0000049867852,,,L3-a3,,,,35.5101,1.3555,,
Bucket,MJS0000049867880,,,L3-a3,,,,35.8557,1.3535,,
Bucket,MJS0000049867911,,,L3-a3,,,,35.531,1.3505,,
Bucket,MJS0000049867960,,,L3-a3,,,,35.5003,1.3197,,
Bucket,MJS0000049867976,,,L3-a3,,,,35.7618,1.3087,,
Bucket,MJS0000049868099,,,L3-a3,,,,35.0939,1.313,,
Bucket,MJS0000049868116,,,L3-a3,,,,35.6954,1.3359,,
Bucket,MJS0000049868126,,,L3-a3,,,,35.9833,1.4064,,
Bucket,MJS0000049868154,,,L3-a3,,,,35.619,1.3773,,
Bucket,MJS0000049868156,,,L3-a3,,,,35.6197,1.3425,,
Bucket,MJS0000049868164,,,L3-a3,,,,35.2765,1.4173,,
Bucket,MJS0000049868189,,,L3-a3,,,,35.3731,1.3578,,
Bucket,MJS0000049868220,,,L3-a3,,,,35.1601,1.3329,,
Bucket,MJS0000049868228,,,L3-a3,,,,35.127,1.3119,,
Bucket,MJS0000049868304,,,L3-a3,,,,35.1915,1.3119,,
Bucket,MJS0000049868340,,,L3-a3,,,,35.7292,1.3316,,
Bucket,MJS0000049868345,,,L3-a3,,,,35.8181,1.3087,,
Bucket,MJS0000049868354,,,L3-a3,,,,35.1444,1.3784,,
Bucket,MJS0000049868380,,,L3-a3,,,,35.8431,1.3763,,
Bucket,MJS0000049868424,,,L3-a3,,,,35.5802,1.337,,
Bucket,MJS0000049868425,,,L3-a3,,,,35.3404,1.401,,
Bucket,MJS0000049868430,,,L3-a3,,,,35.7386,1.3141,,
Bucket,MJS0000049868437,,,L3-a3,,,,35.1799,1.4305,,
Bucket,MJS0000049868447,,,L3-a3,,,,35.3322,1.3437,,
Bucket,MJS0000049868455,,,L3-a3,,,,35.5965,1.3337,,
Bucket,MJS0000049868462,,,L3-a3,,,,35.2502,1.3005,,
Bucket,MJS0000049868469,,,L3-a3,,,,35.6403,1.3425,,
Bucket,MJS0000049868483,,,L3-a3,,,,35.3905,1.3141,,
Bucket,MJS0000049868509,,,L3-a3,,,,35.5676,1.3697,,
Bucket,MJS0000049868521,,,L3-a3,,,,35.726,1.3253,,
Bucket,MJS0000049868539,,,L3-a3,,,,35.0682,1.325,,
Bucket,MJS0000049868560,,,L3-a3,,,,35.3282,1.3873,,
Bucket,MJS0000049868569,,,L3-a3,,,,35.111,1.3221,,
Bucket,MJS0000049868600,,,L3-a3,,,,35.3737,1.3253,,
Bucket,MJS0000049868651,,,L3-a3,,,,35.0523,1.3235,,
Bucket,MJS0000049868684,,,L3-a3,,,,35.0763,1.3185,,
Bucket,MJS0000049868688,,,L3-a3,,,,35.4087,1.3184,,
Bucket,MJS0000049868702,,,L3-a3,,,,35.4124,1.3781,,
Bucket,MJS0000049868721,,,L3-a3,,,,35.9068,1.3099,,
Bucket,MJS0000049868728,,,L3-a3,,,,35.7234,1.3346,,
Bucket,MJS0000049868742,,,L3-a3,,,,35.7325,1.333,,
Bucket,MJS0000049868763,,,L3-a3,,,,35.4951,1.3163,,
Bucket,MJS0000049868773,,,L3-a3,,,,35.6447,1.4155,,
Bucket,MJS0000049868774,,,L3-a3,,,,35.1176,1.3099,,
Bucket,MJS0000049868792,,,L3-a3,,,,35.2459,1.3098,,
Bucket,MJS0000049868803,,,L3-a3,,,,35.4475,1.3065,,
Bucket,MJS0000049868810,,,L3-a3,,,,35.7611,1.3327,,
Bucket,MJS0000049868817,,,L3-a3,,,,35.9504,1.3521,,
Bucket,MJS0000049869393,,,L3-a3,,,,35.2007,1.34,,
Bucket,MJS0000049869402,,,L3-a3,,,,35.8006,1.3457,,
Bucket,MJS0000049869429,,,L3-a3,,,,35.4581,1.3836,,
Bucket,MJS0000049869486,,,L3-a3,,,,35.8008,1.3687,,
Bucket,MJS0000049869520,,,L3-a3,,,,35.5427,1.4417,,
Bucket,MJS0000049869526,,,L3-a3,,,,35.619,1.4116,,
Bucket,MJS0000049869528,,,L3-a3,,,,35.7912,1.3675,,
Bucket,MJS0000049869552,,,L3-a3,,,,35.4251,1.3532,,
Bucket,MJS0000049869575,,,L3-a3,,,,35.1545,1.3005,,
Bucket,MJS0000049869585,,,L3-a3,,,,35.5696,1.3359,,
Bucket,MJS0000049869609,,,L3-a3,,,,35.2047,1.3247,,
Bucket,MJS0000049869625,,,L3-a3,,,,35.2134,1.385,,
Bucket,MJS0000049869630,,,L3-a3,,,,35.1914,1.316,,
Bucket,MJS0000049869633,,,L3-a3,,,,35.3292,1.349,,
Bucket,MJS0000049869661,,,L3-a3,,,,35.1865,1.3893,,
Bucket,MJS0000049869680,,,L3-a3,,,,35.4618,1.4043,,
Bucket,MJS0000049869697,,,L3-a3,,,,35.4658,1.3389,,
Bucket,MJS0000049869704,,,L3-a3,,,,35.6259,1.4111,,
Bucket,MJS0000049869735,,,L3-a3,,,,35.1689,1.3225,,
Bucket,MJS0000049869743,,,L3-a3,,,,35.1783,1.3076,,
Bucket,MJS0000049869807,,,L3-a3,,,,35.7995,1.3067,,
Bucket,MJS0000049869823,,,L3-a3,,,,35.429,1.3222,,
Bucket,MJS0000049869851,,,L3-a3,,,,35.9925,1.409,,
Bucket,MJS0000049869864,,,L3-a3,,,,35.8444,1.3109,,
Bucket,MJS0000049869894,,,L3-a3,,,,35.8507,1.349,,
Bucket,MJS0000049869927,,,L3-a3,,,,35.2551,1.4048,,
Bucket,MJS0000049869935,,,L3-a3,,,,35.6615,1.3846,,
Bucket,MJS0000049869956,,,L3-a3,,,,35.2034,1.3185,,
Bucket,MJS0000049869961,,,L3-a3,,,,35.5389,1.3751,,
Bucket,MJS0000049870013,,,L3-a3,,,,35.4826,1.4024,,
Bucket,MJS0000049870082,,,L3-a3,,,,35.1743,1.4046,,
Bucket,MJS0000049870110,,,L3-a3,,,,35.5125,1.3627,,
Bucket,MJS0000049870154,,,L3-a3,,,,35.208,1.3516,,
Bucket,MJS0000049870224,,,L3-a3,,,,35.0975,1.3323,,
Bucket,MJS0000049870241,,,L3-a3,,,,35.4842,1.3408,,
Bucket,MJS0000049870340,,,L3-a3,,,,35.9355,1.394,,
Bucket,MJS0000049870401,,,L3-a3,,,,35.1459,1.3454,,
Bucket,MJS0000049870445,,,L3-a3,,,,35.4275,1.3392,,
Bucket,MJS0000049870450,,,L3-a3,,,,35.0533,1.364,,
Bucket,MJS0000049870454,,,L3-a3,,,,35.2665,1.304,,
Bucket,MJS0000049870503,,,L3-a3,,,,35.1959,1.3956,,
Bucket,MJS0000049870533,,,L3-a3,,,,35.9296,1.3954,,
Bucket,MJS0000049870610,,,L3-a3,,,,35.7338,1.3981,,
Bucket,MJS0000049870697,,,L3-a3,,,,35.4456,1.3534,,
Bucket,MJS0000049870774,,,L3-a3,,,,35.9151,1.4264,,
Bucket,MJS0000049870840,,,L3-a3,,,,36.0153,1.3346,,
Bucket,MJS0000049870881,,,L3-a3,,,,35.4337,1.4457,,
Bucket,MJS0000049870925,,,L3-a3,,,,35.8356,1.3562,,
Bucket,MJS0000049870992,,,L3-a3,,,,35.5844,1.3954,,
Bucket,MJS0000049871016,,,L3-a3,,,,35.1304,1.3548,,
Bucket,MJS0000049871059,,,L3-a3,,,,35.4588,1.3224,,
Bucket,MJS0000049871079,,,L3-a3,,,,35.3322,1.3639,,
Bucket,MJS0000049871118,,,L3-a3,,,,35.4118,1.301,,
Bucket,MJS0000049871134,,,L3-a3,,,,35.1248,1.3454,,
Bucket,MJS0000049871192,,,L3-a3,,,,35.1201,1.3141,,
Bucket,MJS0000049871229,,,L3-a3,,,,35.4425,1.3152,,
Bucket,MJS0000049871288,,,L3-a3,,,,35.1283,1.3468,,
Bucket,MJS0000049871297,,,L3-a3,,,,35.2291,1.3018,,
Bucket,MJS0000049871480,,,L3-a3,,,,35.7668,1.4209,,
Bucket,MJS0000049871626,,,L3-a3,,,,35.1438,1.3912,,
Bucket,MJS0000049871651,,,L3-a3,,,,35.922,1.3501,,
Bucket,MJS0000049871754,,,L3-a3,,,,35.9256,1.4278,,
Bucket,MJS0000049871776,,,L3-a3,,,,35.2283,1.341,,
Bucket,MJS0000049871789,,,L3-a3,,,,35.3668,1.394,,
Bucket,MJS0000049871876,,,L3-a3,,,,36.0062,1.3082,,
Bucket,MJS0000049871936,,,L3-a3,,,,35.4212,1.3065,,
Bucket,MJS0000049871944,,,L3-a3,,,,35.3237,1.3609,,
Bucket,MJS0000049872036,,,L3-a3,,,,35.4171,1.3732,,
Bucket,MJS0000049872037,,,L3-a3,,,,35.3718,1.3806,,
Bucket,MJS0000049872055,,,L3-a3,,,,35.5447,1.3082,,
Bucket,MJS0000049872151,,,L3-a3,,,,35.5208,1.3305,,
Bucket,MJS0000049872311,,,L3-a3,,,,35.0794,1.341,,
Bucket,MJS0000049872350,,,L3-a3,,,,35.7496,1.3346,,
Bucket,MJS0000049872355,,,L3-a3,,,,35.1471,1.3422,,
Bucket,MJS0000049872377,,,L3-a3,,,,35.154,1.3205,,
Bucket,MJS0000049872504,,,L3-a3,,,,35.0907,1.3654,,
Bucket,MJS0000049872532,,,L3-a3,,,,35.8093,1.365,,
Bucket,MJS0000049872553,,,L3-a3,,,,35.3401,1.3262,,
Bucket,MJS0000049872573,,,L3-a3,,,,35.3035,1.3602,,
Bucket,MJS0000049872611,,,L3-a3,,,,35.5666,1.3886,,
Bucket,MJS0000049872680,,,L3-a3,,,,35.2224,1.3589,,
Bucket,MJS0000049872682,,,L3-a3,,,,35.8068,1.3948,,
Bucket,MJS0000049872690,,,L3-a3,,,,35.3248,1.3697,,
Bucket,MJS0000049872707,,,L3-a3,,,,35.4951,1.3643,,
Bucket,MJS0000049872749,,,L3-a3,,,,35.5458,1.3413,,
Bucket,MJS0000049872803,,,L3-a3,,,,35.572,1.316,,
Bucket,MJS0000049872869,,,L3-a3,,,,35.5626,1.3018,,
Bucket,MJS0000049872983,,,L3-a3,,,,35.6384,1.3261,,
Bucket,MJS0000049872992,,,L3-a3,,,,35.9948,1.3737,,
Bucket,MJS0000049873032,,,L3-a3,,,,35.5489,1.3141,,
Bucket,MJS0000049873151,,,L3-a3,,,,35.2016,1.3208,,
Bucket,MJS0000049873380,,,L3-a3,,,,35.4319,1.3664,,
Bucket,MJS0000049873397,,,L3-a3,,,,35.074,1.3529,,
Bucket,MJS0000049873418,,,L3-a3,,,,35.713,1.3643,,
Bucket,MJS0000049873545,,,L3-a3,,,,35.2999,1.3897,,
Bucket,MJS0000049873562,,,L3-a3,,,,35.08,1.3329,,
Bucket,MJS0000049873574,,,L3-a3,,,,35.0582,1.316,,
Bucket,MJS0000049873608,,,L3-a3,,,,35.5505,1.3439,,
Bucket,MJS0000049873747,,,L3-a3,,,,35.111,1.3329,,
Bucket,MJS0000049873874,,,L3-a3,,,,35.1651,1.3359,,
Bucket,MJS0000049873919,,,L3-a3,,,,35.5618,1.3479,,
Bucket,MJS0000049873922,,,L3-a3,,,,35.4127,1.3439,,
Bucket,MJS0000049873975,,,L3-a3,,,,35.98,1.3913,,
Bucket,MJS0000049874213,,,L3-a3,,,,35.236,1.4217,,
Bucket,MJS0000049874231,,,L3-a3,,,,35.8379,1.3043,,
Bucket,MJS0000049874311,,,L3-a3,,,,35.6334,1.3109,,
Bucket,MJS0000049874326,,,L3-a3,,,,35.4494,1.3076,,
Bucket,MJS0000049874715,,,L3-a3,,,,35.4594,1.3686,,
Bucket,MJS0000049874765,,,L3-a3,,,,35.2587,1.3563,,
Bucket,MJS0000049874817,,,L3-a3,,,,35.3321,1.3175,,
Bucket,MJS0000049874910,,,L3-a3,,,,35.4463,1.3367,,
Bucket,MJS0000049874977,,,L3-a3,,,,35.2572,1.3566,,
Bucket,MJS0000049875031,,,L3-a3,,,,35.0701,1.3981,,
Bucket,MJS0000049875063,,,L3-a3,,,,36.0441,1.3937,,
Bucket,MJS0000049875118,,,L3-a3,,,,35.7221,1.3609,,
Bucket,MJS0000049875178,,,L3-a3,,,,35.1036,1.3637,,
Bucket,MJS0000049875181,,,L3-a3,,,,35.2034,1.3534,,
Bucket,MJS0000049875193,,,L3-a3,,,,35.1425,1.3123,,
Bucket,MJS0000049875204,,,L3-a3,,,,35.8375,1.3327,,
Bucket,MJS0000049875287,,,L3-a3,,,,35.2935,1.3283,,
Bucket,MJS0000049875313,,,L3-a3,,,,35.1611,1.3248,,
Bucket,MJS0000049875338,,,L3-a3,,,,35.6967,1.3305,,
Bucket,MJS0000049875385,,,L3-a3,,,,35.5024,1.409,,
Bucket,MJS0000049875386,,,L3-a3,,,,35.0741,1.3819,,
Bucket,MJS0000049875393,,,L3-a3,,,,35.6166,1.3291,,
Bucket,MJS0000049875447,,,L3-a3,,,,35.6734,1.3795,,
Bucket,MJS0000049875449,,,L3-a3,,,,35.6823,1.3413,,
Bucket,MJS0000049875454,,,L3-a3,,,,35.886,1.319,,
Bucket,MJS0000049875464,,,L3-a3,,,,35.9661,1.4197,,
Bucket,MJS0000049875473,,,L3-a3,,,,35.244,1.379,,
Bucket,MJS0000049875475,,,L3-a3,,,,35.4913,1.3462,,
Bucket,MJS0000049875488,,,L3-a3,,,,35.085,1.3498,,
Bucket,MJS0000049875493,,,L3-a3,,,,35.4751,1.3708,,
Bucket,MJS0000049875505,,,L3-a3,,,,35.198,1.3721,,
Bucket,MJS0000049875510,,,L3-a3,,,,35.2326,1.3235,,
Bucket,MJS0000049875514,,,L3-a3,,,,35.7367,1.3724,,
Bucket,MJS0000049876498,,,L3-a3,,,,35.4034,1.3643,,
Bucket,MJS0000049876604,,,L3-a3,,,,35.0643,1.3541,,
Bucket,MJS0000049876618,,,L3-a3,,,,35.2715,1.3116,,
Bucket,MJS0000049876620,,,L3-a3,,,,35.7937,1.3872,,
Bucket,MJS0000049876647,,,L3-a3,,,,35.2227,1.3141,,
Bucket,MJS0000049876697,,,L3-a3,,,,35.834,1.3262,,
Bucket,MJS0000049876710,,,L3-a3,,,,35.3925,1.3856,,
Bucket,MJS0000049876808,,,L3-a3,,,,35.465,1.3225,,
Bucket,MJS0000049876852,,,L3-a3,,,,35.1188,1.3574,,
Bucket,MJS0000049876864,,,L3-a3,,,,35.235,1.33,,
Bucket,MJS0000049876887,,,L3-a3,,,,35.3727,1.317,,
Bucket,MJS0000049876891,,,L3-a3,,,,35.1551,1.307,,
Bucket,MJS0000049876896,,,L3-a3,,,,35.2509,1.3094,,
Bucket,MJS0000049876907,,,L3-a3,,,,35.4903,1.33,,
Bucket,MJS0000049876911,,,L3-a3,,,,35.1258,1.3182,,
Bucket,MJS0000049876920,,,L3-a3,,,,35.2218,1.4492,,
Bucket,MJS0000049876933,,,L3-a3,,,,35.6459,1.3083,,
Bucket,MJS0000049876961,,,L3-a3,,,,35.3266,1.304,,
Bucket,MJS0000049876971,,,L3-a3,,,,35.1086,1.3475,,
Bucket,MJS0000049877022,,,L3-a3,,,,35.8124,1.3661,,
Bucket,MJS0000049877037,,,L3-a3,,,,35.5657,1.3007,,
Bucket,MJS0000049877111,,,L3-a3,,,,35.2302,1.3094,,
Bucket,MJS0000049877124,,,L3-a3,,,,35.5843,1.3489,,
Bucket,MJS0000049877404,,,L3-a3,,,,35.1684,1.3086,,
Bucket,MJS0000049877455,,,L3-a3,,,,35.3135,1.3214,,
Bucket,MJS0000049877854,,,L3-a3,,,,35.196,1.359,,
Bucket,MJS0000049877997,,,L3-a3,,,,35.0912,1.3051,,
Bucket,MJS0000049878020,,,L3-a3,,,,35.4163,1.3204,,
Bucket,MJS0000049878038,,,L3-a3,,,,35.8834,1.3302,,
Bucket,MJS0000049878108,,,L3-a3,,,,35.5981,1.3232,,
Bucket,MJS0000049878225,,,L3-a3,,,,35.3817,1.4304,,
Bucket,MJS0000049878236,,,L3-a3,,,,35.1102,1.3078,,
Bucket,MJS0000049878401,,,L3-a3,,,,35.2321,1.3836,,
Bucket,MJS0000049878419,,,L3-a3,,,,35.5892,1.3178,,
Bucket,MJS0000049878512,,,L3-a3,,,,35.1526,1.3182,,
Bucket,MJS0000049878550,,,L3-a3,,,,35.5399,1.349,,
Bucket,MJS0000049878570,,,L3-a3,,,,35.1382,1.3029,,
Bucket,MJS0000049878610,,,L3-a3,,,,35.8343,1.3203,,
Bucket,MJS0000049878618,,,L3-a3,,,,35.5877,1.3654,,
Bucket,MJS0000049878630,,,L3-a3,,,,35.1545,1.4184,,
Bucket,MJS0000049878747,,,L3-a3,,,,35.3123,1.3894,,
Bucket,MJS0000049878770,,,L3-a3,,,,35.4072,1.3533,,
Bucket,MJS0000049878795,,,L3-a3,,,,35.2859,1.3334,,
Bucket,MJS0000049878797,,,L3-a3,,,,35.3166,1.3966,,
Bucket,MJS0000049878868,,,L3-a3,,,,35.5739,1.3007,,
Bucket,MJS0000049878872,,,L3-a3,,,,35.3073,1.3016,,
Bucket,MJS0000049878910,,,L3-a3,,,,35.5207,1.3321,,
Bucket,MJS0000049879057,,,L3-a3,,,,35.4547,1.3057,,
Bucket,MJS0000049879105,,,L3-a3,,,,35.9505,1.3293,,
Bucket,MJS0000049879176,,,L3-a3,,,,35.982,1.3258,,
Bucket,MJS0000049879231,,,L3-a3,,,,35.1682,1.4228,,
Bucket,MJS0000049879260,,,L3-a3,,,,35.1839,1.3356,,
Bucket,MJS0000049879287,,,L3-a3,,,,35.3598,1.3312,,
Bucket,MJS0000049879290,,,L3-a3,,,,35.1814,1.3258,,
Bucket,MJS0000049879296,,,L3-a3,,,,35.6951,1.3154,,
Bucket,MJS0000049879657,,,L3-a3,,,,35.25,1.3003,,
Bucket,MJS0000049879758,,,L3-a3,,,,35.4236,1.3519,,
Bucket,MJS0000049879764,,,L3-a3,,,,35.2696,1.3574,,
Bucket,MJS0000049879831,,,L3-a3,,,,35.1874,1.3037,,
Bucket,MJS0000049879928,,,L3-a3,,,,35.5313,1.3167,,
Bucket,MJS0000049879932,,,L3-a3,,,,35.2064,1.3356,,
Bucket,MJS0000049879984,,,L3-a3,,,,35.5929,1.301,,
Bucket,MJS0000049879997,,,L3-a3,,,,35.4003,1.4178,,
Bucket,MJS0000049880025,,,L3-a3,,,,35.4529,1.4002,,
Bucket,MJS0000049880034,,,L3-a3,,,,35.4781,1.3988,,
Bucket,MJS0000049880041,,,L3-a3,,,,35.4477,1.3056,,
Bucket,MJS0000049880049,,,L3-a3,,,,35.8033,1.3451,,
Bucket,MJS0000049880062,,,L3-a3,,,,35.7356,1.3529,,
Bucket,MJS0000049880093,,,L3-a3,,,,35.222,1.3024,,
Bucket,MJS0000049880105,,,L3-a3,,,,35.1458,1.3146,,
Bucket,MJS0000049880116,,,L3-a3,,,,35.4881,1.3389,,
Bucket,MJS0000049880130,,,L3-a3,,,,35.5299,1.3533,,
Bucket,MJS0000049880136,,,L3-a3,,,,35.5681,1.41,,
Bucket,MJS0000049880141,,,L3-a3,,,,35.5708,1.3236,,
Bucket,MJS0000049880157,,,L3-a3,,,,35.4203,1.3032,,
Bucket,MJS0000049880283,,,L3-a3,,,,35.2576,1.324,,
Bucket,MJS0000049880313,,,L3-a3,,,,35.2629,1.3205,,
Bucket,MJS0000049880362,,,L3-a3,,,,35.2045,1.3291,,
Bucket,MJS0000049880376,,,L3-a3,,,,35.6589,1.3097,,
Bucket,MJS0000049880468,,,L3-a3,,,,35.3041,1.3149,,
Bucket,MJS0000049880496,,,L3-a3,,,,35.7746,1.3084,,
Bucket,MJS0000049880527,,,L3-a3,,,,35.5618,1.3195,,
Bucket,MJS0000049880584,,,L3-a3,,,,35.917,1.337,,
Bucket,MJS0000049880617,,,L3-a3,,,,35.1945,1.303,,
Bucket,MJS0000049880674,,,L3-a3,,,,35.4121,1.3583,,
Bucket,MJS0000049880695,,,L3-a3,,,,35.3098,1.3205,,
Bucket,MJS0000049880711,,,L3-a3,,,,35.1469,1.3672,,
Bucket,MJS0000049880757,,,L3-a3,,,,35.0643,1.365,,
Bucket,MJS0000049880829,,,L3-a3,,,,35.0679,1.3097,,
Bucket,MJS0000049880982,,,L3-a3,,,,35.838,1.303,,
Bucket,MJS0000049881184,,,L3-a3,,,,35.2608,1.3111,,
Bucket,MJS0000049881257,,,L3-a3,,,,35.4668,1.3116,,
Bucket,MJS0000049881293,,,L3-a3,,,,35.2984,1.3737,,
Bucket,MJS0000049881315,,,L3-a3,,,,35.3409,1.3178,,
Bucket,MJS0000049881352,,,L3-a3,,,,35.2351,1.307,,
Bucket,MJS0000049881370,,,L3-a3,,,,35.361,1.314,,
Bucket,MJS0000049881396,,,L3-a3,,,,35.1632,1.3127,,
Bucket,MJS0000049881471,,,L3-a3,,,,35.8057,1.3732,,
Bucket,MJS0000049881494,,,L3-a3,,,,35.8731,1.3421,,
Bucket,MJS0000049881517,,,L3-a3,,,,35.639,1.371,,
Bucket,MJS0000049881547,,,L3-a3,,,,35.5388,1.3367,,
Bucket,MJS0000049881549,,,L3-a3,,,,35.1451,1.3498,,
Bucket,MJS0000049881555,,,L3-a3,,,,35.708,1.337,,
Bucket,MJS0000049881558,,,L3-a3,,,,35.2959,1.3016,,
Bucket,MJS0000049881578,,,L3-a3,,,,35.778,1.314,,
Bucket,MJS0000049881595,,,L3-a3,,,,35.4249,1.3301,,
Bucket,MJS0000049881655,,,L3-a3,,,,35.5889,1.3661,,
Bucket,MJS0000049881678,,,L3-a3,,,,35.5776,1.3378,,
Bucket,MJS0000049881772,,,L3-a3,,,,35.649,1.3327,,
Bucket,MJS0000049881775,,,L3-a3,,,,35.6564,1.3259,,
Bucket,MJS0000049881802,,,L3-a3,,,,35.0556,1.3476,,
Bucket,MJS0000049881871,,,L3-a3,,,,35.8554,1.3184,,
Bucket,MJS0000049881973,,,L3-a3,,,,35.3855,1.3105,,
Bucket,MJS0000049882009,,,L3-a3,,,,35.2991,1.3857,,
Bucket,MJS0000049882021,,,L3-a3,,,,35.5111,1.3313,,
Bucket,MJS0000049882082,,,L3-a3,,,,35.3804,1.3124,,
Bucket,MJS0000049882174,,,L3-a3,,,,35.4099,1.3541,,
Bucket,MJS0000049882384,,,L3-a3,,,,35.6435,1.3165,,
Bucket,MJS0000049882394,,,L3-a3,,,,35.605,1.3219,,
Bucket,MJS0000049882473,,,L3-a3,,,,35.2133,1.3825,,
Bucket,MJS0000049882481,,,L3-a3,,,,35.144,1.314,,
Bucket,MJS0000049882496,,,L3-a3,,,,36.003,1.303,,
Bucket,MJS0000049882526,,,L3-a3,,,,35.8994,1.3999,,
Bucket,MJS0000049882581,,,L3-a3,,,,35.656,1.325,,
Bucket,MJS0000049882588,,,L3-a3,,,,35.4403,1.3005,,
Bucket,MJS0000049882599,,,L3-a3,,,,35.578,1.303,,
Bucket,MJS0000049882610,,,L3-a3,,,,35.344,1.303,,
Bucket,MJS0000049882612,,,L3-a3,,,,35.4631,1.3596,,
Bucket,MJS0000049882653,,,L3-a3,,,,35.1538,1.3519,,
Bucket,MJS0000049882715,,,L3-a3,,,,35.1687,1.3064,,
Bucket,MJS0000049882723,,,L3-a3,,,,35.2008,1.3487,,
Bucket,MJS0000049882734,,,L3-a3,,,,35.89,1.314,,
Bucket,MJS0000049882744,,,L3-a3,,,,35.5257,1.4381,,
Bucket,MJS0000049882771,,,L3-a3,,,,35.2609,1.365,,
Bucket,MJS0000049882776,,,L3-a3,,,,35.908,1.314,,
Bucket,MJS0000049882788,,,L3-a3,,,,35.2872,1.3116,,
Bucket,MJS0000049882797,,,L3-a3,,,,35.37,1.371,,
Bucket,MJS0000049882806,,,L3-a3,,,,35.972,1.3737,,
Bucket,MJS0000049882895,,,L3-a3,,,,35.1137,1.3591,,
Bucket,MJS0000049882987,,,L3-a3,,,,35.2934,1.3813,,
Bucket,MJS0000049882990,,,L3-a3,,,,35.9007,1.3639,,
Bucket,MJS0000049882995,,,L3-a3,,,,35.708,1.303,,
Bucket,MJS0000049883012,,,L3-a3,,,,35.8321,1.3784,,
Bucket,MJS0000049883022,,,L3-a3,,,,35.0662,1.3476,,
Bucket,MJS0000049883054,,,L3-a3,,,,35.721,1.4163,,
Bucket,MJS0000049883068,,,L3-a3,,,,35.9962,1.3195,,
Bucket,MJS0000049883074,,,L3-a3,,,,35.2897,1.4457,,
Bucket,MJS0000049883087,,,L3-a3,,,,35.3103,1.3759,,
Bucket,MJS0000049883107,,,L3-a3,,,,35.3923,1.3737,,
Bucket,MJS0000049883109,,,L3-a3,,,,35.6334,1.3607,,
Bucket,MJS0000049883140,,,L3-a3,,,,35.196,1.303,,
Bucket,MJS0000049883160,,,L3-a3,,,,35.2847,1.3683,,
Bucket,MJS0000049883178,,,L3-a3,,,,35.673,1.303,,
Bucket,MJS0000049883208,,,L3-a3,,,,35.1199,1.3138,,
